enterprise_name,legal_representative,contact_number,province,city,address,email,unified_social_credit_code,organization_code
成都欣福源中药饮片有限公司,郭依田,028-83880308,四川,成都市,四川省成都市彭州市致和镇东三环路三段389号,guoyitian@scxfy.com,915101820998747781,09987477-8
成都通灵中药饮片精选有限公司,李黎,025-86282182；028-86282182；028-83021238,四川,成都市,成都市新都区斑竹园镇福田村,391104800@qq.com,91510114740321264U,74032126-4
扬州名仁天然药物有限公司,姚红,—,江苏,扬州市,宝应经济开发区东阳路816号,mryyxzb@126.com,91321023MA1WJHP66R,MA1WJHP6-6
扬州盈德堂药业有限公司,谢俊,0514-88260200,江苏,扬州市,宝应县贸易城民营工业区,2501210746@qq.com,91321023MA1X1Q654K,MA1X1Q65-4
江苏东方慧医华康中药饮片有限公司,李剑,0511-88227626；0511-88228168；0511-88228768；0511-88220516,江苏,镇江市,扬中市宜禾路126号,386951878@qq.com,913211827990616716,79906167-1
江苏东禾医药有限公司,赵天明,0518-85753999,江苏,连云港市,连云港市海州区科技创业园福海路5号6幢四层,jsdhyyxz@sina.com,91320700323599492N,32359949-2
江苏东莲药业有限公司,韩俊峰,0515-6660188；0515-66660188；0515-66661599,江苏,盐城市,盐城经济技术开发区湘江路68号,,91320991MA1MBYGH28,MA1MBYGH-2
江苏福源中药饮片有限公司,马彪,0515-82601588,江苏,盐城市,盐城市亭湖区黄尖镇工业园区 (20),2782353418@qq.com,91320902748714716N,74871471-6
江苏肤春堂医药科技有限公司,潘正兵,—,江苏,盐城市,建湖县湖中南路118号,13801410111@163.com,91320925MA1WLA392T,MA1WLA39-2
盐城市中药饮片有限公司,孙亚明,0515-86010571；0515-86010366；0515-88363466,江苏,盐城市,盐城市双元路7号,2742278538@qq.com,9132090014013190X0,14013190-X
福建力訾药业有限公司,卢岩松,0591-83628600,福建,福州市,福州市晋安区鼓山镇红光路1号北侧厂房三层305室,854543971@qq.com,91350100MA31KHYU0X,MA31KHYU-0
福建微芝赢中药饮片有限公司,饶桂英,0598-7817806,福建,三明市,福建省三明市泰宁县杉城镇胜一村窑边坑,zwy8961@163.com,91350429MA2XWN5BXM,MA2XWN5B-X
福建铭远制药有限公司,吴培育,0595-68208585；0595-26863888,福建,泉州市,南安市水头镇五里桥开发区,,913505835550684478,55506844-7
福建铭远堂中药有限责任公司,吴国旗,0592-6882996,福建,厦门市,厦门市海沧区坪埕北路9号(库房2-1#)第5层,,91350205MA2YADY165,MA2YADY1-6
贵州上海胡庆余堂生物科技药业股份有限公司,刘珊珊,—,贵州,毕节市,贵州省毕节市威宁彝族回族苗族自治县开发区五里岗产业园区,286927353@QQ.COM; 286927353@qq.com,91520526MA6DMBQG64,MA6DMBQG-6
贵州尚德贵生中药饮片有限公司,申映波,0851-87726215；0851-87726855,贵州,贵阳市,贵州省贵阳市息烽县永靖镇下阳朗村廖家湾组,245812334@qq.com,91520122MA6DN9739A,MA6DN973-9
贵州山星药业有限公司,周贵莉,—,贵州,遵义市,贵州省遵义市习水县回龙镇周家新街,593335061@qq.com,91520330MA6HXJ4511,MA6HXJ45-1
贵州神农本草中药饮片有限公司,张文涛,—,贵州,黔南布依族苗族自治州,贵州省黔南布依族苗族自治州罗甸县龙坪镇城西工业园区内,260954319@qq.com,91522728MA6EF9TE63,MA6EF9TE-6
长汀县众康堂药业有限公司,吴承禄,—,福建,龙岩市,长汀县工贸新城建源第一城1号楼第18-19号店,,91350821MA31X7Q59P,MA31X7Q5-9
凉山州发展（控股）集团有限责任公司,代义,0834-3223263,四川,凉山彝族自治州,西昌市航天大道五段53号,gtfzkj@163.com,91513400MA62H568XC,MA62H568-X
四川中迅电梯联合公司,茹为,028-83374103；028-83327570,四川,成都市,成都市金牛区沙湾路61号1栋4层404号,,91510000201847080L,20184708-0
四川中邮物流有限责任公司雅安分公司,曾英奇,0835-2223008,四川,雅安市,雅安市雨城区羌江南路2号,,91511800MA6CK67U4L,MA6CK67U-4
四川众城房地产开发公司,王光辉,028-81726751；0830-3111894；028-87301078,四川,成都市,成都市青羊区青华路39号,197322800@qq.com,915100002018307802,20183078-0
四川发展（控股）有限责任公司,李文清,028-80587238；028-80587196；028-80587187,四川,成都市,成都市高新区九兴大道12号,sdholding@sdholding.com,915100006823936567,68239365-6
四川成邛雅高速公路有限责任公司,黄文悦,—,四川,成都市,邛崃市牟礼镇新建街398号,,91510183MA66ETX5X9,MA66ETX5-X
四川省投资集团有限责任公司,刘体斌,028-86098801；028-86098916；028-86098990；028-86098883；028-84890889,四川,成都市,四川省成都市天府新区正兴街道顺圣路178号,mail@invest.com.cn,915100002018123391,20181233-9
四川省机场集团有限公司,李伟,028-85208027；028-85205063,四川,成都市,成都市火车南站至机场12公里处,2740577215@qq.com,91510000762300034Q,76230003-4
四川长宁天然气开发有限责任公司,何骁,028-86010777,四川,宜宾市,四川省宜宾市临港开发区沙坪镇泰兴路龙顺花园小区综合楼,Denghaoheng@petrochina.com.cn,91511500083396484N,08339648-4
国久大数据有限公司,孙永鹏,0830-8961999,四川,泸州市,泸州高新区酒谷大道四段,lj@gjbigdata.cn,91510500MA622B3E4B,MA622B3E-4
国家开发银行四川省分行,邵立波,028-86029998；028-86029601,四川,成都市,成都市高新区天泰路120号,xdm643@cdb.cn,91510000990720292E,99072029-2
国家能源投资集团有限责任公司成都热电厂,谢继旭,028-68121601；028-68128179,四川,成都市,成都市成华区崔家店路2号,12029694@chnenery.com.cn,91510000762325477G,76232547-7
国机重型装备集团股份有限公司,韩晓军,0838-6159204；0838-2340256,四川,德阳市,四川省德阳市珠江东路99号,sinomach-he@sinimach-he.cn,91510600735892505H,73589250-5
峨眉山发展（控股）有限责任公司,王兵,0833-5558151；0833-5488186,四川,眉山市,峨眉山市绥山镇大佛南路115号,1258077129@qq.com,91511181782266224A,78226622-4
巴中市国有资本运营集团有限公司,罗少波,0827-8660992；0827-5285979,四川,巴中市,巴中市江北财苑街(圣泉水务有限公司六楼),464710392@qq.com,915119007523359467,75233594-6
巴中市房地产综合开发总公司,夏潘联,0827-5260013,四川,巴中市,四川省巴中市江北新区,,91511900629565789F,62956578-9
广元市利兴工业发展集团有限公司,杨姗,—,四川,广元市,广元市利州区嘉陵办事处蜀门北路康宁公寓办公用房1至4层,,91510802MA6A4B56XC,MA6A4B56-X
广元市国信物业管理有限公司,郭华,—,四川,广元市,广元市利州区南环路349号,619847674@qq.com,915108025864956797,58649567-9
广元市贵商村镇银行股份有限公司雪峰支行,龙海燕,0839-3285079；0839-3222733,四川,广元市,广元市利州区雪峰办事处雪峰村三组水岸丽舍1幢,953713680@qq.com,915108020858386610,08583866-1
广安渠江旅游开发有限责任公司,张华,—,四川,广安市,四川省广安区城北五星街5号,244608226@QQ.COM,9151160274964094XG,74964094-X
广安金土地开发投资（集团）有限公司,罗海波,—,四川,广安市,四川省广安市广安区思源大道79号,,91511600MA62B5QM95,MA62B5QM-9
成都交子金融控股集团有限公司,方兆,028-61886803；028-61882476；0827-6231388,四川,成都市,成都市高新区天府大道北段1480号高新孵化园,office@cd-jk.com,915101006796561013,67965610-1
成都交通投资集团有限公司,冉亚林,028-85583113,四川,成都市,成都市武侯区洗面桥街30号高速大厦,dina92888@163.com,91510100797837923Q,79783792-3
成都新诚融资担保有限公司,蔡伟,028-82553827；028-82587090,四川,成都市,新津县五津镇五津北路265号,257619006@qq.com,91510132669686139F,66968613-9
成都智慧城市信息技术有限公司,王维琨,028-61524752,四川,成都市,成都市武侯区永顺路8号附4号,,91510107MA68Q27C5C,MA68Q27C-5
成都轨道交通集团有限公司,胡庆汉,028-61638888；028-61639000,四川,成都市,成都市金牛区蜀汉路158号,cdmetrohr@163.com,91510100765393408U,76539340-8
成都通发众好物业有限责任公司自贡分公司,佘林成,0813-8321120,四川,自贡市,自贡市汇东路丹桂街东段泰丰大厦2区,576464031@qq.com,91510300671421885P,67142188-5
成都都江堰投资发展集团有限公司,何劲松,028-89741722,四川,成都市,四川省成都市都江堰市太平街175号附9号,,91510181MA64TUBU7P,MA64TUBU-7
成都高新投资集团有限公司,张海彤,028-85327999；028-3224748,四川,成都市,中国(四川)自由贸易试验区成都高新区天府大道北段18号高新国际广场A座6楼,info@cdhtgroup.com,91510100633110883L,63311088-3
攀钢集团钒钛资源股份有限公司,谢俊勇,0812-3396063；0812-3384123；0812-3394123；0812-3385366,四川,攀枝花市,攀枝花市东区弄弄坪,pgft000629@pzhsteel.com.cn,91510400204360956E,20436095-6
东莞一翔液体肥料有限公司,胡克纬,0769-88282338,广东,东莞市,东莞市麻涌镇麻四村工业区,931226077@qq.com,91441900315085109G,31508510-9
东莞市中纺化工有限公司,朱文兵,0769-88436140；0769-88436137,广东,东莞市,东莞市洪梅镇第三工业区,zdwu53@163.com,91441900746292767K,74629276-7
丰城市友好化学有限公司,陈卫,—,江西,宜春市,江西省宜春市丰城市高新技术产业园区创新二路8号,2524089169@qq.com,91360981051641246H,05164124-6
丹东市化学试剂厂,姜春玲,0415-6155014,辽宁,丹东市,振兴区浪头镇中和村393号,916567791@qq.com,91210600120212091B,12021209-1
丹东市胜利化工厂,董树春,0415-6221111,辽宁,丹东市,振兴区纤维桥,794709510@qq.com,91210600120269610B,12026961-0
任丘市鹏川化工有限公司,郭建军,—,河北,沧州市,任丘市梁召镇北丁务村,,91130982MA0D8P0M0C,MA0D8P0M-0
佛山拜澳生物科技有限公司,黄庆,0757-87662812；0757-87662819；0757-87662816；0757-87662919,广东,佛山市,佛山市三水区乐平镇西乐大道东13号F1综合楼B座二楼201、202、203号、B座三楼302号,info@biours.com,91440607579693554T,57969355-4
保定市乐凯化学有限公司,李彦斌,0312-7922245,河北,保定市,保定市创业路359号,dai1972@126.com,911306057434129703,74341297-0
北京中纺化工股份有限公司,朱清峰,010-67832928；010-65987580；010-65066693,北京,北京市,北京市北京经济技术开发区中和街22号,zl504_cn01@126.com,91110302722612754R,72261275-4
北京化学工业集团有限责任公司,刘文超,010-67883888；010-67878135,北京,北京市,北京市西城区槐柏树街2号东楼一、二层,fgb@bjhgjt.com.cn,91110000101115050K,10111505-0
北京天罡助剂有限责任公司,刘杰,010-89201649；010-89201685；010-67637254；010-67604525；010-67683617,北京,北京市,北京市大兴区魏善庄镇黄魏路北侧吴庄南街临4号、7号,liyuqing@bjtiangang.cn,911101151029162045,10291620-4
北京成宇化工有限公司,宋宇,010-89308945,北京,北京市,北京市房山区石楼镇吉羊村西1600米,sales@bjcychem.com,91110111102791704C,10279170-4
北京益利精细化学品有限公司,郭存林,010-84337341；010-84336747；010-56071076；010-57345091；010-56071075；010-65901869,北京,北京市,北京市朝阳区金盏乡长店村西,YLcaiwuke@126.com,91110105625906232A,62590623-2
博立尔化工（扬州）有限公司,姜笃兵,0514-80912438,江苏,扬州市,扬州市江都区吴桥镇通扬北路38-40号,zxh@9long.com.cn,913210007737646199,77376461-9
厦门梓诺化工科技有限公司,涂甜芳,0592-5623924；0592-5623934,福建,厦门市,厦门市思明区仙岳路489号22层09单元D区,18965125171@163.com,91350211058387412N,05838741-2
嘉兴市三江浩嘉高分子材料科技有限公司,管建忠,0573-85286832,浙江,嘉兴市,浙江省嘉兴市港区三期围堤内平海路西侧,,91330400MA2BCMJB7G,MA2BCMJB-7
大连华邦化学有限公司,冯玉扉,0411-83732228；0411-84796695,辽宁,大连市,辽宁省大连高新技术产业园区黄浦路782号七层702室,240969558@qq.com,91210231058072306G,05807230-6
大连联化化学有限公司,郑鹏,0411-87407768,辽宁,大连市,辽宁省大连经济技术开发区辽河西路东北七街18号,han@allychem.com,91210213756095353J,75609535-3
安徽精钼化学试剂有限公司,吉勍,—,安徽,合肥市,合肥市包河区徽州大道905号美邻馨园7幢104室,625461571@qq.com,9134010072999007XN,72999007-X
山东笃初诚美化工科技有限公司,乔伟,—,山东,济南市,山东省济南市济阳区曲堤镇乔家村67号,1473009498@qq.com,91370125MA3P4N4Q88,MA3P4N4Q-8
山西华菲生物科技有限公司,史秋鸽,—,山西,太原市,山西省太原市小店区晋阳街22号江天国际18层1803室,1326031768@qq.com,91140100MA0KCB3P4M,MA0KCB3P-4
广东利尔化学有限公司,曾令习,020-34909167；020-84734989,广东,广州市,广州市南沙区东涌镇鱼窝头小乌村,34909167@gzlear.com,91440115708379861J,70837986-1
广东基业长青节能环保实业有限公司,刘延芳,—,广东,广州市,广州市从化太平镇高埔村上大埔第一经济合作社2号之一,839678365@qq.com,9144010157402532X3,57402532-X
广东达志化学科技有限公司,蔡志华,020-23889949；020-23889985；020-39388031；020-38398031；020-39388023；020-23889830,广东,广州市,广州市番禺区东环街番禺大道北555号番禺节能科技园内天安科技产业大厦2-912,hks@hkschem.com,91440101739727881W,73972788-1
广安一新医药科技有限公司,廖福阳,0826-6952500；0826-5052666；0826-5275808,四川,广安市,四川省广安市岳池县城南工业园,1584226802@qq.com,915116210962315235,09623152-3
广州基业长青新材料有限公司,胡鉴,—,广东,广州市,广州市从化太平镇高埔村上大埔第一经济合作社2号,893678365@qq.com,9144018468325843XA,68325843-X
广州市立图油漆化工有限公司,吴光远,020-85651775,广东,广州市,广州市黄埔区飞凤街93号(原石化路石化厂西门对面),441091348@qq.com,91440112721930822E,72193082-2
广州艾儿化妆品有限公司,陈才民,020-36362355,广东,广州市,广州市白云区永平街官田西巷43号,847112989@qq.com,91440111708241256H,70824125-6
广州辰东新材料有限公司,李东阵,020-32885010；020-39120633,广东,广州市,广州市增城区增江街经三路12号,25195940@qq.com,91440115063314285A,06331428-5
德阳尚品化工有限公司,钟国彬,0838-8230566；0838-8800068；0838-6060588,四川,德阳市,四川什邡经济开发区(北区),271808304@QQ.COM,91510682572755951W,57275595-1
上海丰程律师事务所,陆治波,021-52300852,上海,上海市,浦东新区金港路333号1728-1729,,31310000055858717Y,-
上海丰进立和律师事务所,项伟,021-63331973,上海,上海市,成都北路500号峻岭广场26楼,,31310000MD00559499,-
上海俊豪律师事务所,韦振亮,021-39196610,上海,上海市,嘉定区天祝路789弄金嘉商务广场2号楼904-905室,,31310000569594333U,-
北京元合律师事务所,邢科科,010-57332388,北京,北京市,北京市朝阳区东三环中路5号楼财富金融中心(FFC)58层02-2、03室,,31110000584412673R,-
北京元延律师事务所,张玉峰,—,北京,北京市,北京市朝阳区东大桥路8号院3号楼2452,,311100003065317605,-
北京元晓律师事务所,袁帅,—,北京,北京市,北京市丰台区方庄南路2号亚胜铂第公馆三层,,31110000MD0279360H,-
北京元经律师事务所,张伟元,010-64776071,北京,北京市,北京市朝阳区阜通东大街6号院5号楼17层2007室,,31110000MD027288X7,-
北京元赫律师事务所,王红军,010-87665660,北京,北京市,北京市朝阳区东三环南路17号京瑞大厦B座9G,,311100005825847626,-
北京元辉律师事务所,金淳,—,北京,北京市,北京市通州区砖厂北里142号楼5层8534,,31110000MD02748343,-
北京元都律师事务所,黄长勇,010-88437185,北京,北京市,北京市海淀区西四环北路63号二层B201,,31110000563671932M,-
威来法律咨询服务事务所有限公司,杨未来,0517-83948900,江苏,淮安市,淮安市健康东路116号,weilailaw@126.com,91320800714199760T,71419976-0
山东环周（天津）律师事务所,杨志娟,022-83699057,天津,天津市,南开区长江道与南开六马路交口尚斓苑1-1-1307,,31120000MD0233071E,-
广东华商（天津）律师事务所,王武生,022-87883150,天津,天津市,天津市南开区长江道与南丰路交口博朗园1-1-2105,,31120000MD0286376B,-
广东威戈律师事务所,冯伟,020-83623380,广东,广州市,广州市越秀区寺右新马路108号丰伟大厦19楼全层,,31440000731544669X,
广东广法律师事务所,吴建伟,0752-2109860,广东,惠州市,惠州市惠城区麦地路73号愉景大厦11楼A,,31440000732183404G,
广东广颂律师事务所,朱帆,020-86188805,广东,广州市,广州市白云区嘉禾街空港大道自编88号B1712房,,31440000MD0103584P,
广东康浩律师事务所,冯园,—,广东,广州市,广东省广州市越秀区环市东路372号正佳东方国际广场51层,,3144000034012005XG,
广东悦信律师事务所有限公司,官秋丽,—,广东,惠州市,惠州市河南岸斑樟湖国商大厦A栋18层D号,2427536551@qq.com,91441300MA4ULYQ98A,MA4ULYQ9-8
广东正显律师事务所,李海峰,0762-3898303,广东,河源市,河源市源城区长安街侨胞之家大厦三楼,,31440000MD010419XN,
广东江达律师事务所,张中强,0750-3377884,广东,江门市,江门市蓬江区港口一路13号中远大厦远景阁26楼BC单元,,31440000799319839U,
新疆首诺法律事务所有限公司,荣新月,0991-6681413,新疆,乌鲁木齐市,新疆乌鲁木齐市水磨沟区红光山路1988号乌鲁木齐晚报报业大厦1幢14层A座1402号,2461948644@qq.com,91650100MA77L24D8C,MA77L24D-8
江苏泓信法律服务事务所有限公司,刘腾龙,—,江苏,南通市,江苏省南通市崇川区工农南路鑫乾国际广场B0911室,137584142@qq.com,91320600MA1X6N6N09,MA1X6N6N-0
河北唐正（天津）律师事务所,陈君,022-66192320,天津,天津市,天津市滨海新区开发区相安路29号北一号A座二层,,31120000MD0244598H,-
浙江盈树律师事务所,沈树青,0571-85073599,浙江,杭州市,湖州街311号西瑞大厦11楼1101-1104、1113室,1248433483@qq.com,31330000MD01906819,-
浙江盈轩律师事务所,郑昕,0571-83527995,浙江,杭州市,北干街道中栋国际银座3幢911室,yongdalianhe@163.com,31330000329866192U,-
深圳新世纪法律服务有限公司,廖洋清,0755-33942615；0755-27297919,广东,深圳市,深圳市宝安区沙井街道壆岗大道文体中心运华时代一栋13楼1303,2544608684@qq.com,91440300MA5EQ17161,MA5EQ171-6
湖南三方环境法律事务所有限公司,张应龙,—,湖南,长沙市,长沙市雨花区振华路519号聚合工业园15栋4层402号房,363297240@qq.com,91430111MA4L49G52K,MA4L49G5-2
西安君忠诚律师事务所有限公司,张龙库,—,陕西,西安市,陕西省西安市未央区未央路2号老三届首座大厦25楼2508室,,91610112MAB0J9P98R,MAB0J9P9-8
重庆鲁本律师事务所,卢延瑞,023-62982639,重庆,重庆市,南兴路64号万凯新都会B栋21-2,,31500000066151901K,-
重庆鹏舟律师事务所,王永华,023-58100850,重庆,重庆市,沙龙路二段1137号C栋1-201、202,,31500000305172348H,-
上海儒佳管道钢结构有限公司,朱春浩,—,上海,上海市,嘉定区华亭镇华高路489号,734090711@qq.com,9131011467932190X0,67932190-X
上海光杰钢结构制造有限公司,庄志华,021-39978197；021-39978187,上海,上海市,嘉定区徐行镇宝钱公路468号,993800645@qq.com,91310114746176424G,74617642-4
上海全琪金属结构件有限公司,于令全,021-66867817；021-66867827,上海,上海市,上海市宝山区毛家路451弄12号,1139761630@qq.com,91310113630849770R,63084977-0
上海共赢钢结构有限公司,兰勇,021-52211258,上海,上海市,上海市宝山区友谊路1518弄10号1层A-323室,swwschina@win-winsteel.com,91310113MA1GKEKAXN,MA1GKEKA-X
上海兴中实业（集团）有限公司,陶晓东,021-58636100；021-58569262-228,上海,上海市,浦东新区曹路镇龚支路289号,,91310115760869171Q,76086917-1
上海兴奉彩板轻钢结构有限公司,杨忠新,021-57463129,上海,上海市,上海市奉贤区庄行镇南亭公路3398号2幢、9幢,,913101207472848063,74728480-6
云南全鑫钢结构有限公司,张凡,—,云南,昆明市,云南省昆明市羊仙坡金鼎科技园内,23910298@qq.com,91530000767066144Q,76706614-4
云南兴德业钢构工程有限公司,贾金健,0871-68696359；0871-68696360,云南,昆明市,安宁市元山村(昆钢物流园内),116437598@qq.com,9153018169088819XW,69088819-X
云南博林金属构件有限公司,张念林,0878-4839399,云南,楚雄彝族自治州,云南省楚雄彝族自治州禄丰县和平镇土场村原敬老院,,915323313518096027,35180960-2
云南博耀金属结构制造有限公司,赵国祥,—,云南,昆明市,云南省昆明市嵩明县嵩阳镇木作村委会牛墩村,751426127@qq.com,91530127322852708P,32285270-8
佛山市驰捷交通设施有限公司,资明贵,—,广东,佛山市,佛山市南海区狮山镇广云路有色金属产业园路段自编3号厂房(住所申报),qc102983844@163.com,91440605MA51F2MC27,MA51F2MC-2
佛山市高明南越钢结构制造有限公司,周小红,0757-88519292,广东,佛山市,佛山市高明区荷城街道兴良路65号,3393076619@qq.com,91440608553609270A,55360927-0
佛山市鼎合盈讯金属制品有限公司,梁石生,—,广东,佛山市,佛山市南海区狮山镇塘头村下旺村民小组土名:“猫塘”原构件厂自编2号之一(住所申报),,91440605MA517C6R79,MA517C6R-7
佛山市鼎盛钢结构有限公司,凃大荣,—,广东,佛山市,佛山市南海区狮山镇狮中白藤村“龟岗”,,914406053148127143,31481271-4
佛山德辉钢管钢构有限公司,沈茂元,0757-87641215,广东,佛山市,佛山市三水区乐平镇南边南丰大道东侧(F2)车间之6(住所申报),takfai001@163.com,91440607MA52LA6M8X,MA52LA6M-8
四川航宇钢结构科技有限公司,邱中文,028-86007256-801,四川,成都市,成都市锦江区大田坎街68-190号18-1-10-4,550483665@qq.com,915101047566469872,75664698-7
四川艾瑞顺钢结构有限公司,陈锦松,0826-2812777,四川,广安市,广安市前锋区前锋工业集中区,103343297@qq.com,915116037978625475,79786254-7
四川荣华金属结构制造有限公司,黄昌华,0838-5196131,四川,德阳市,四川省德阳市广汉经济开发区台北路西三段,786603289@qq.com,91510681553482898E,55348289-8
天津市凯彬钢结构制造有限公司,宗振生,—,天津,天津市,天津市滨海新区塘沽新城镇黄圈检查站旁,383330237@qq.com,911201160830360835,08303608-3
天津市北川钢结构有限公司,张振宁,022-23856093；022-23340795,天津,天津市,天津市滨海高新区华苑产业区鑫茂科技园F座四层422室,ZZX4400@163.com,911201047328297542,73282975-4
天津市北洋兴钢结构有限公司,韩恩长,022-68646288,天津,天津市,天津市静海区杨成庄乡北洋工业园内园区路西侧20号,hebaoying1234@163.com,911202237972548324,79725483-2
天津市华展建筑钢结构有限公司,柴宏宝,022-26976288,天津,天津市,北辰区双街镇胡园工业区,779205456@qq.com,91120113735474792U,73547479-2
山东瑞驰钢结构有限公司,张军,0531-76871796；0531-6871798,山东,济南市,山东省济南市钢城区汶源街道黄庄一村,ZHANGJUN990716@sina.com,91371203067356765M,06735676-5
山东申洋钢结构有限公司,朱建敏,0535-3355898；0535-5995788,山东,烟台市,山东省烟台市蓬莱区新港街道湾子口路529号,260630829@qq.com,91370684MA3MPXLP7P,MA3MPXLP-7
山东盛新钢结构有限公司,李呈河,—,山东,滨州市,博兴县湖滨镇工业园,771505870@qq.com,91371625577792786J,57779278-6
山东省华东重工有限公司,王华东,—,山东,济宁市,山东省济宁市曲阜市书院街道双赢路1号,243142666@qq.com,91370881MA3R31QD8B,MA3R31QD-8
山东省华宇钢结构有限公司,柳锋,0531-86367838,山东,济南市,济南市机场路东(董家镇路段),463057046@qq.com,913700007275596650,72755966-5
杭州天工钢品有限公司,翁宝恩,0571-82856419,浙江,杭州市,杭州市萧山区河庄街道建设村,ping8guo@yeah.net,91330100770817850Q,77081785-0
杭州天源钢结构制造有限公司,孙意年,0571-88739252,浙江,杭州市,杭州余杭区五常街道友谊社区,yigh-jp@163.com,913301107154491271,71544912-7
杭州宇力钢结构有限公司,倪利萍,0571-82877690,浙江,杭州市,萧山区钱江农场旁(73021部队农场),hzylgg.good@163.com,913301097471639674,74716396-7
中国邮政集团有限公司徐州市柳新支局,李昌森,0516-83808990,江苏,徐州市,徐州柳新乡集镇,,91320300566896379K,56689637-9
中铁十局集团有限公司无锡分公司,李向阳,0512-68316376,江苏,无锡市,无锡市梁溪区凤宾路100号优谷商务园6号,ztsjwgsqfb@163.com,91320213MA20M1AM7J,MA20M1AM-7
南京大江北国资投资集团有限公司,朱世蓉,025-58311131；025-58311997；025-58311881,江苏,南京市,南京市江北新区天浦路7号,djboffice@sina.com,91320111302567416R,30256741-6
南京扬子国资投资集团有限责任公司,范慧娟,025-56675817；025-56675816；025-56675857,江苏,南京市,南京市江北新区天浦路6号,178218013@qq.com,9132010009392720XQ,09392720-X
南京晨光集团有限责任公司环保科技分公司,车玉坤,—,江苏,南京市,南京市江宁滨江经济开发区景明大街99号,chayukun2006@126.com,91320115MA1WJBGU9U,MA1WJBGU-9
南京沿江交通发展投资中心,徐身强,—,江苏,南京市,南京市沿江工业开发区新华西路385号,,91320116135410007K,13541000-7
南通江海金融信息服务有限公司,汪小明,0513-88113333,江苏,南通市,南通市崇川区启瑞广场22层2601-1室,395965458@qq.com,91320602MA1MEPR136,MA1MEPR1-3
常州高铁新城投资建设发展有限公司,岳军,—,江苏,常州市,常州市新北区崇义路5号E栋,,91320400MA221Y3L1J,MA221Y3L-1
广发银行股份有限公司常州武进支行,姚瑜,0519-88988886；0519-88988800,江苏,常州市,常州市武进区湖塘镇武宜北路13号商铺1幢101号,czfhwjzhwfyx@cgbchina.com,91320400346243202F,34624320-2
徐州高新技术产业开发区产业基金有限公司,阚忠超,—,江苏,徐州市,徐州高新技术产业开发区珠江东路11号办公大楼818房间,392459708@qq.com,91320312MA20ME164B,MA20ME16-4
扬州远锦人力资源服务有限公司,侯杰,—,江苏,扬州市,扬州市邗江区三星路21号月明苑3205幢,2752514114@qq.com,91321003MA1TE77D1B,MA1TE77D-1
无锡城市发展集团有限公司,黄新,0510-82803799,江苏,无锡市,无锡市崇宁路55号,wxcfjt@126.com,91320200675497334Y,67549733-4
无锡市新发集团有限公司,黄际洲,0510-85211482,江苏,无锡市,无锡市新吴区汇融广场2-402、502、602、702、801、901,xfjt@wnd.gov.cn,9132021325045518X3,25045518-X
昆山传媒集团有限公司,左宝昌,0512-57912658,江苏,苏州市,昆山开发区前进中路409号,ksrmtzx@126.com,91320583MA209XXR06,MA209XXR-0
江苏交通控股有限公司,蔡任杰,025-84658665,江苏,南京市,南京市中山东路291号,bgs@jchc.cn,91320000134767063W,13476706-3
江苏友谊国际旅行社南京市云锦路经营部,季晨,—,江苏,南京市,南京市建邺区云锦路58号1幢641室,1006109127@qq.com,91320105MA20Q46J7X,MA20Q46J-7
江苏宁句轨道交通有限公司,范梦娜,025-85697520,江苏,南京市,南京市江宁区汤山街道汤山大道18号,3109894118@qq.com,91320115MA1W3WJQ5E,MA1W3WJQ-5
江苏新海连发展集团有限公司,刘坚,0518-80328901；0518-85882902；0518-85882900；0518-85882962,江苏,连云港市,连云港经济技术开发区花果山大道601号新海连大厦七层,jsxhlfzjt@163.com,913207001389708002,13897080-0
江苏海坤路桥建筑工程公司徐州分公司,林勇,17163355552,江苏,徐州市,徐州市沛县张寨镇全民创业街区99号,2387011623@qq.com,91320322MA209Y6A2U,MA209Y6A-2
江苏省三利设备安装工程公司,杨建萍,025-86200935；025-86633211,江苏,南京市,南京市鼓楼区碧树园86号四楼,441568082@qq.com.cn,91320000134768760J,13476876-0
江苏省国信集团有限公司,谢正义,025-84784880；025-84784660；025-84784977,江苏,南京市,南京市玄武区长江路88号,zjb@jsgx.net,91320000735724800G,73572480-0
江苏省常州环球阀门厂,陶国祥,0519-87721166；0519-87721167,江苏,常州市,溧阳市竹箦煤矿,2972852413@qq.com,91320481137560279M,13756027-9
江苏省金工仪表线缆总公司,华玉珍,0517-86914148,江苏,淮安市,金湖县健康路19#,jingong001@vip.sina.com,913208311400427719,14004277-1
江苏连云港地质工程勘察院,卢祥富,0518-81176666；0518-81176012,江苏,连云港市,连云港市海州区秦东门大街361号,js6d@163.com,91320700466003844N,46600384-4
江苏金坛投资控股有限公司,史荣生,0519-82690301,江苏,常州市,常州市金坛区金坛大道88号,63618190@qq.com,913204133138006906,31380069-0
泰州海陵城市发展集团有限公司,游浩润,0523-86238646,江苏,泰州市,泰州市海陵区府前路3号1幢201室,tzhlzcjy@163.com,91321202785993494H,78599349-4
泰州高教投资发展有限公司,沈春明,0523-89690919；0523-89690623,江苏,泰州市,泰州市中国医药城商务一号楼7层,tzgjyqgwh@163.com,91321200762445903Q,76244590-3
淮安岔河城市投资建设有限公司,王枫,0517-87218009,江苏,淮安市,淮安市洪泽区岔河镇人民政府院内,,91320829MA20QCQT86,MA20QCQT-8
